Data,Municípios,Vacina,Grupo,Doses Aplicadas,Doses Aplicadas (D1),Doses Aplicadas (D2),Doses Aplicadas (DU),Doses Aplicadas (REF)
13/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Superior,20,0,20,0,0
13/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas com Deficiências Permanentes,11,0,11,0,0
13/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 60 a 64 anos,10,0,10,0,0
13/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 65 a 69 anos,5,0,5,0,0
13/07/2021,Aquidauana,Oxford/Fiocruz,Forças de Segurança e Salvamento,4,0,4,0,0
13/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Saúde,3,0,3,0,0
13/07/2021,Aquidauana,Oxford/Fiocruz,Gestantes e Puérperas (até 45d),1,0,1,0,0
13/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,1,0,1,0,0
13/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 70 a 74 anos,1,0,1,0,0
13/07/2021,Aquidauana,Oxford/Fiocruz,Ribeirinhos,1,0,1,0,0
14/07/2021,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,26,26,0,0,0
14/07/2021,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,21,21,0,0,0
14/07/2021,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,13,13,0,0,0
14/07/2021,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,12,12,0,0,0
14/07/2021,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,6,6,0,0,0
14/07/2021,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,6,6,0,0,0
14/07/2021,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,5,5,0,0,0
14/07/2021,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,5,5,0,0,0
14/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 25 a 29 anos,5,4,1,0,0
14/07/2021,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,4,4,0,0,0
14/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,10,3,7,0,0
14/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 20 a 24 anos,5,3,2,0,0
14/07/2021,Aquidauana,Pfizer,Gestantes e Puérperas (até 45d),3,2,1,0,0
14/07/2021,Aquidauana,Pfizer,Adolescente Acima de 12 Anos com Comorbidades,2,2,0,0,0
14/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,10,1,9,0,0
14/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,3,1,2,0,0
14/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,1,1,0,0,0
14/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 55 a 59 anos,1,1,0,0,0
14/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 60 a 64 anos,1,1,0,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 20 a 24 anos,1,1,0,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,1,1,0,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,1,1,0,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,1,1,0,0,0
14/07/2021,Aquidauana,Pfizer,Forças Armadas,2,1,1,0,0
14/07/2021,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,1,1,0,0,0
14/07/2021,Aquidauana,Pfizer,Trabalhadores de Educação do Ensino Básico,1,1,0,0,0
14/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,2,0,2,0,0
14/07/2021,Aquidauana,Janssen,Pessoas de 20 a 24 anos,26,0,0,26,0
14/07/2021,Aquidauana,Janssen,Pessoas de 18 a 19 anos,11,0,0,11,0
14/07/2021,Aquidauana,Janssen,Pessoas de 25 a 29 anos,10,0,0,10,0
14/07/2021,Aquidauana,Janssen,Pessoas de 30 a 34 anos,9,0,0,9,0
14/07/2021,Aquidauana,Janssen,Pessoas de 35 a 39 anos,6,0,0,6,0
14/07/2021,Aquidauana,Janssen,Pessoas de 50 a 54 anos,5,0,0,5,0
14/07/2021,Aquidauana,Janssen,Forças Armadas,2,0,0,2,0
14/07/2021,Aquidauana,Janssen,Pessoas de 40 a 44 anos,2,0,0,2,0
14/07/2021,Aquidauana,Janssen,Pessoas de 45 a 49 anos,2,0,0,2,0
14/07/2021,Aquidauana,Janssen,Pessoas de 55 a 59 anos,1,0,0,1,0
14/07/2021,Aquidauana,Janssen,Pessoas de 60 a 64 anos,1,0,0,1,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas com Comorbidades,69,0,69,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Forças Armadas,49,0,49,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Básico,49,0,49,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Superior,12,0,12,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 60 a 64 anos,10,0,10,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Forças de Segurança e Salvamento,3,0,3,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores da Limpeza Urbana e Manejo de Resíduos Sólidos,3,0,3,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas com Deficiências Permanentes,2,0,2,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,2,0,2,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Saúde,2,0,2,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Caminhoneiros,1,0,1,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Idosos de 80 anos ou mais,1,0,1,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 65 a 69 anos,1,0,1,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 70 a 74 anos,1,0,1,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 75 a 79 anos,1,0,1,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Transporte Coletivo - Urbano e de Longo Curso,1,0,1,0,0
14/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores Industriais,1,0,1,0,0
14/07/2021,Aquidauana,Pfizer,Pessoas com Comorbidades,10,0,10,0,0
15/07/2021,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,21,21,0,0,0
15/07/2021,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,13,13,0,0,0
15/07/2021,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,11,11,0,0,0
15/07/2021,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,11,11,0,0,0
15/07/2021,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,9,9,0,0,0
15/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 20 a 24 anos,6,6,0,0,0
15/07/2021,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,5,5,0,0,0
15/07/2021,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,5,5,0,0,0
15/07/2021,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,3,3,0,0,0
15/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,17,2,15,0,0
15/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 25 a 29 anos,6,2,4,0,0
15/07/2021,Aquidauana,Pfizer,Gestantes e Puérperas (até 45d),3,2,1,0,0
15/07/2021,Aquidauana,Pfizer,Idosos de 80 anos ou mais,2,2,0,0,0
15/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,9,1,8,0,0
15/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,4,1,3,0,0
15/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,2,1,1,0,0
15/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 70 a 74 anos,1,1,0,0,0
15/07/2021,Aquidauana,Pfizer,Adolescente Acima de 12 Anos com Comorbidades,1,1,0,0,0
15/07/2021,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,1,1,0,0,0
15/07/2021,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,1,1,0,0,0
15/07/2021,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,1,1,0,0,0
15/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,1,0,1,0,0
15/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 55 a 59 anos,1,0,1,0,0
15/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 60 a 64 anos,1,0,1,0,0
15/07/2021,Aquidauana,CoronaVac/Butantan,Trabalhadores de Saúde,1,0,1,0,0
15/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Básico,51,0,51,0,0
15/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas com Comorbidades,44,0,44,0,0
15/07/2021,Aquidauana,Oxford/Fiocruz,Forças Armadas,32,0,32,0,0
15/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Superior,13,0,13,0,0
15/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 60 a 64 anos,8,0,8,0,0
15/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Saúde,5,0,5,0,0
15/07/2021,Aquidauana,Oxford/Fiocruz,Forças de Segurança e Salvamento,4,0,4,0,0
15/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Transporte Coletivo - Urbano e de Longo Curso,4,0,4,0,0
15/07/2021,Aquidauana,Oxford/Fiocruz,Caminhoneiros,2,0,2,0,0
15/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas com Deficiências Permanentes,2,0,2,0,0
15/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,1,0,1,0,0
15/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 65 a 69 anos,1,0,1,0,0
15/07/2021,Aquidauana,Oxford/Fiocruz,Ribeirinhos,1,0,1,0,0
15/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores da Limpeza Urbana e Manejo de Resíduos Sólidos,1,0,1,0,0
15/07/2021,Aquidauana,Pfizer,Pessoas com Comorbidades,18,0,18,0,0
16/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,10,10,0,0,0
16/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,5,5,0,0,0
16/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,2,2,0,0,0
16/07/2021,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,2,2,0,0,0
16/07/2021,Aquidauana,CoronaVac/Butantan,Adolescente Acima de 12 Anos com Comorbidades,1,1,0,0,0
16/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 60 a 64 anos,1,0,1,0,0
16/07/2021,Aquidauana,Janssen,Pessoas de 20 a 24 anos,26,0,0,26,0
16/07/2021,Aquidauana,Janssen,Pessoas de 25 a 29 anos,10,0,0,10,0
16/07/2021,Aquidauana,Janssen,Pessoas de 30 a 34 anos,4,0,0,4,0
16/07/2021,Aquidauana,Janssen,Pessoas de 18 a 19 anos,3,0,0,3,0
16/07/2021,Aquidauana,Janssen,Pessoas de 35 a 39 anos,2,0,0,2,0
16/07/2021,Aquidauana,Janssen,Pessoas de 45 a 49 anos,1,0,0,1,0
16/07/2021,Aquidauana,Janssen,Pessoas de 50 a 54 anos,1,0,0,1,0
16/07/2021,Aquidauana,Janssen,Pessoas de 55 a 59 anos,1,0,0,1,0
16/07/2021,Aquidauana,Janssen,Pessoas de 60 a 64 anos,1,0,0,1,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores Industriais,100,0,100,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas com Comorbidades,36,0,36,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Básico,35,0,35,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Superior,20,0,20,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 60 a 64 anos,10,0,10,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Forças Armadas,8,0,8,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Saúde,5,0,5,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Transporte Coletivo - Urbano e de Longo Curso,5,0,5,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 55 a 59 anos,3,0,3,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas com Deficiências Permanentes,2,0,2,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,2,0,2,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Ribeirinhos,2,0,2,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Caminhoneiros,1,0,1,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Forças de Segurança e Salvamento,1,0,1,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,1,0,1,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 65 a 69 anos,1,0,1,0,0
16/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 75 a 79 anos,1,0,1,0,0
16/07/2021,Aquidauana,Pfizer,Pessoas com Comorbidades,11,0,11,0,0
16/07/2021,Aquidauana,Pfizer,Trabalhadores de Saúde,2,0,2,0,0
16/07/2021,Aquidauana,Pfizer,Pessoas com Deficiências Permanentes,1,0,1,0,0
16/07/2021,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,1,0,1,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 18 a 19 anos,153,153,0,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 20 a 24 anos,47,47,0,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 25 a 29 anos,23,23,0,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,13,13,0,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,12,11,1,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,6,6,0,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,5,5,0,0,0
17/07/2021,Aquidauana,Pfizer,Gestantes e Puérperas (até 45d),4,4,0,0,0
17/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 18 a 19 anos,3,3,0,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 60 a 64 anos,9,3,6,0,0
17/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,4,2,2,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,3,2,1,0,0
17/07/2021,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,2,2,0,0,0
17/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,2,1,1,0,0
17/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 20 a 24 anos,1,1,0,0,0
17/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 25 a 29 anos,1,1,0,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas com Comorbidades,25,1,24,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 55 a 59 anos,1,1,0,0,0
17/07/2021,Aquidauana,Pfizer,Adolescente Acima de 12 Anos com Comorbidades,1,1,0,0,0
17/07/2021,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,1,1,0,0,0
17/07/2021,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,1,1,0,0,0
17/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,9,0,9,0,0
17/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,5,0,5,0,0
17/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas com Comorbidades,3,0,3,0,0
17/07/2021,Aquidauana,CoronaVac/Butantan,Indígenas Não Aldeados,1,0,1,0,0
17/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,1,0,1,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores Industriais,139,0,139,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Básico,15,0,15,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Superior,14,0,14,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Saúde,3,0,3,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Transporte Coletivo - Urbano e de Longo Curso,3,0,3,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Caminhoneiros,2,0,2,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas com Deficiências Permanentes,2,0,2,0,0
17/07/2021,Aquidauana,Oxford/Fiocruz,Ribeirinhos,2,0,2,0,0
17/07/2021,Aquidauana,Pfizer,Pessoas com Comorbidades,17,0,17,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 18 a 19 anos,61,61,0,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 20 a 24 anos,20,20,0,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 25 a 29 anos,13,13,0,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,4,4,0,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,3,2,1,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 55 a 59 anos,3,2,1,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,2,2,0,0,0
18/07/2021,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,2,2,0,0,0
18/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,3,1,2,0,0
18/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,1,1,0,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,2,1,1,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,1,1,0,0,0
18/07/2021,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,1,1,0,0,0
18/07/2021,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,1,1,0,0,0
18/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,2,0,2,0,0
18/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,1,0,1,0,0
18/07/2021,Aquidauana,CoronaVac/Butantan,Trabalhadores de Educação do Ensino Superior,1,0,1,0,0
18/07/2021,Aquidauana,CoronaVac/Butantan,Trabalhadores de Transporte Coletivo - Urbano e de Longo Curso,1,0,1,0,0
18/07/2021,Aquidauana,CoronaVac/Butantan,Trabalhadores Industriais,1,0,1,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas com Comorbidades,22,0,22,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Básico,22,0,22,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores Industriais,19,0,19,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Saúde,5,0,5,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 60 a 64 anos,3,0,3,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Transporte Coletivo - Urbano e de Longo Curso,3,0,3,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Forças Armadas,2,0,2,0,0
18/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 65 a 69 anos,1,0,1,0,0
18/07/2021,Aquidauana,Pfizer,Pessoas com Comorbidades,8,0,8,0,0
18/07/2021,Aquidauana,Pfizer,Trabalhadores de Saúde,1,0,1,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 18 a 19 anos,21,21,0,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 25 a 29 anos,11,11,0,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 20 a 24 anos,10,10,0,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,6,6,0,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,6,5,1,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,5,5,0,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,5,5,0,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,4,3,1,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 55 a 59 anos,3,2,1,0,0
19/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,5,1,4,0,0
19/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 20 a 24 anos,2,1,1,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores Industriais,35,1,34,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 65 a 69 anos,2,1,1,0,0
19/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,27,0,27,0,0
19/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,21,0,21,0,0
19/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,4,0,4,0,0
19/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 55 a 59 anos,3,0,3,0,0
19/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,2,0,2,0,0
19/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 60 a 64 anos,1,0,1,0,0
19/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 70 a 74 anos,1,0,1,0,0
19/07/2021,Aquidauana,CoronaVac/Butantan,Trabalhadores da Limpeza Urbana e Manejo de Resíduos Sólidos,1,0,1,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas com Comorbidades,38,0,38,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 60 a 64 anos,10,0,10,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Saúde,8,0,8,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Básico,5,0,5,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas com Deficiências Permanentes,2,0,2,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Superior,2,0,2,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Transporte Coletivo - Urbano e de Longo Curso,2,0,2,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Caminhoneiros,1,0,1,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Forças de Segurança e Salvamento,1,0,1,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Idosos de 80 anos ou mais,1,0,1,0,0
19/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 70 a 74 anos,1,0,1,0,0
19/07/2021,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,2,0,2,0,0
19/07/2021,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,2,0,2,0,0
19/07/2021,Aquidauana,Pfizer,Pessoas com Comorbidades,1,0,1,0,0
19/07/2021,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,1,0,1,0,0
20/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,15,1,14,0,0
20/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,5,1,4,0,0
20/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 60 a 64 anos,4,1,3,0,0
20/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 25 a 29 anos,2,1,1,0,0
20/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,57,0,57,0,0
20/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,5,0,5,0,0
20/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,4,0,4,0,0
20/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 55 a 59 anos,2,0,2,0,0
20/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 65 a 69 anos,1,0,1,0,0
20/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas com Comorbidades,53,0,53,0,0
20/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores Industriais,46,0,46,0,0
20/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Básico,13,0,13,0,0
20/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores da Limpeza Urbana e Manejo de Resíduos Sólidos,10,0,10,0,0
20/07/2021,Aquidauana,Oxford/Fiocruz,Caminhoneiros,8,0,8,0,0
21/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 18 a 19 anos,35,35,0,0,0
21/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 20 a 24 anos,30,30,0,0,0
21/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 25 a 29 anos,23,23,0,0,0
21/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,38,18,20,0,0
21/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,21,11,10,0,0
21/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,9,8,1,0,0
21/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,7,5,2,0,0
21/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,4,3,1,0,0
21/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 65 a 69 anos,3,3,0,0,0
21/07/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 60 a 64 anos,2,1,1,0,0
21/07/2021,Aquidauana,CoronaVac/Butantan,Trabalhadores de Saúde,1,1,0,0,0
21/07/2021,Aquidauana,CoronaVac/Butantan,Idosos de 80 anos ou mais,1,0,1,0,0
21/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas com Comorbidades,29,0,29,0,0
21/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores Industriais,9,0,9,0,0
21/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Superior,7,0,7,0,0
21/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Saúde,7,0,7,0,0
21/07/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 60 a 64 anos,6,0,6,0,0
21/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Básico,5,0,5,0,0
21/07/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores da Limpeza Urbana e Manejo de Resíduos Sólidos,4,0,4,0,0
